date,police_station,daily_violations,7day_avg
2024-01-19,Banashankari,1,2.9
2024-01-19,Banaswadi,21,17.7
2024-01-19,Basavanagudi,22,29.4
2024-01-19,Bellandur,94,56.1
2024-01-19,Byatarayanapura,41,53.0
2024-01-19,Chamarajpet,14,25.1
2024-01-19,Chikkajala,134,59.7
2024-01-19,City Market,168,138.4
2024-01-19,Cubbon Park,7,15.3
2024-01-19,Devanahalli Airport,8,5.6
2024-01-19,Electronic City,12,30.1
2024-01-19,HAL Old Airport,77,245.6
2024-01-19,HSR Layout,45,28.6
2024-01-19,Halasur,18,31.3
2024-01-19,Halasuru Gate,49,30.3
2024-01-19,Hebbala,50,28.4
2024-01-19,Hennuru,3,5.6
2024-01-19,High ground,80,32.9
2024-01-19,Hulimavu,24,15.4
2024-01-19,J.P. Nagar,14,10.6
2024-01-19,Jalahalli,5,9.7
2024-01-19,Jayanagara,58,35.3
2024-01-19,Jeevanbheemanagar,46,60.4
2024-01-19,Jnanabharathi,8,8.7
2024-01-19,K.G. Halli,1,4.0
2024-01-19,K.R. Pura,37,37.1
2024-01-19,K.S. Layout,11,7.6
2024-01-19,Kamakshipalya,6,16.3
2024-01-19,Kengeri,1,5.0
2024-01-19,Kodigehalli,76,89.3
2024-01-19,Madiwala,27,22.9
2024-01-19,Magadi Road,44,63.9
2024-01-19,Mahadevapura,25,22.6
2024-01-19,Malleshwaram,188,124.4
2024-01-19,Mico Layout,18,16.3
2024-01-19,No Police Station,3,2.6
2024-01-19,Pulikeshinagar(F.Town),18,33.6
2024-01-19,R.T. Nagar,1,6.9
2024-01-19,Rajajinagar,59,54.6
2024-01-19,Sheshadripuram,3,17.9
2024-01-19,Shivajinagar,178,251.1
2024-01-19,Thalagattapura,10,7.1
2024-01-19,Upparpet,275,300.9
2024-01-19,V.V.Puram (C.Pet),7,4.6
2024-01-19,Vijayanagara,138,97.0
2024-01-19,Whitefield,10,29.1
2024-01-19,Wilson Garden,17,10.3
2024-01-19,Yelahanka,13,9.7
2024-01-19,Yeshwanthpura,8,17.6
2024-01-20,Adugodi,22,23.6
2024-01-20,Ashok Nagar,13,29.7
2024-01-20,Banashankari,2,2.7
2024-01-20,Banaswadi,15,19.1
2024-01-20,Basavanagudi,39,32.4
2024-01-20,Bellandur,14,55.1
2024-01-20,Byatarayanapura,63,56.7
2024-01-20,Chamarajpet,61,31.9
2024-01-20,Chikkabanavara,2,7.6
2024-01-20,Chikkajala,36,60.6
2024-01-20,City Market,231,148.3
2024-01-20,Cubbon Park,8,14.7
2024-01-20,Devanahalli Airport,6,6.0
2024-01-20,Electronic City,11,27.6
2024-01-20,HAL Old Airport,125,250.1
2024-01-20,HSR Layout,17,28.7
2024-01-20,Halasur,25,30.1
2024-01-20,Halasuru Gate,15,29.3
2024-01-20,Hebbala,42,30.0
2024-01-20,Hennuru,6,5.9
2024-01-20,High ground,57,38.3
2024-01-20,Hulimavu,20,17.7
2024-01-20,J.P. Nagar,7,9.6
2024-01-20,Jayanagara,8,28.9
2024-01-20,Jeevanbheemanagar,29,53.3
2024-01-20,Jnanabharathi,16,9.3
2024-01-20,K.G. Halli,29,7.9
2024-01-20,K.R. Pura,33,35.7
2024-01-20,K.S. Layout,3,7.7
2024-01-20,Kamakshipalya,8,15.4
2024-01-20,Kengeri,4,5.4
2024-01-20,Kodigehalli,92,85.1
2024-01-20,Madiwala,5,19.1
2024-01-20,Magadi Road,38,58.7
2024-01-20,Mahadevapura,32,24.6
2024-01-20,Malleshwaram,170,125.1
2024-01-20,Mico Layout,13,15.3
2024-01-20,No Police Station,1,2.4
2024-01-20,Peenya,4,5.0
2024-01-20,Pulikeshinagar(F.Town),153,50.4
2024-01-20,Rajajinagar,48,58.4
2024-01-20,Sadashivanagar,14,11.6
2024-01-20,Sheshadripuram,21,19.9
2024-01-20,Shivajinagar,186,263.3
2024-01-20,Thalagattapura,2,6.3
2024-01-20,Upparpet,229,303.7
2024-01-20,V.V.Puram (C.Pet),2,3.7
2024-01-20,Vijayanagara,108,100.0
2024-01-20,Whitefield,17,23.4
2024-01-20,Wilson Garden,3,9.1
2024-01-20,Yelahanka,38,11.9
2024-01-20,Yeshwanthpura,10,17.3
2024-01-21,Adugodi,11,15.6
2024-01-21,Ashok Nagar,12,24.4
2024-01-21,Banashankari,2,2.9
2024-01-21,Banaswadi,2,18.0
2024-01-21,Basavanagudi,19,33.4
2024-01-21,Bellandur,41,58.1
2024-01-21,Byatarayanapura,51,60.3
2024-01-21,Chamarajpet,27,30.0
2024-01-21,Chikkabanavara,1,6.1
2024-01-21,Chikkajala,55,60.0
2024-01-21,City Market,352,175.0
2024-01-21,Cubbon Park,1,12.6
2024-01-21,Devanahalli Airport,4,6.1
2024-01-21,Electronic City,12,25.1
2024-01-21,HAL Old Airport,116,252.6
2024-01-21,HSR Layout,64,29.4
2024-01-21,Halasur,31,30.9
2024-01-21,Halasuru Gate,94,40.6
2024-01-21,Hebbala,32,33.4
2024-01-21,Hennuru,7,5.3
2024-01-21,High ground,17,40.3
2024-01-21,Hulimavu,20,19.4
2024-01-21,J.P. Nagar,11,10.3
2024-01-21,Jalahalli,16,11.6
2024-01-21,Jayanagara,48,32.4
2024-01-21,Jeevanbheemanagar,136,66.1
2024-01-21,Jnanabharathi,13,10.1
2024-01-21,K.G. Halli,25,11.0
2024-01-21,K.R. Pura,27,35.0
2024-01-21,K.S. Layout,6,6.7
2024-01-21,Kamakshipalya,8,13.3
2024-01-21,Kengeri,23,7.3
2024-01-21,Kodigehalli,41,85.9
2024-01-21,Madiwala,21,19.7
2024-01-21,Magadi Road,47,51.3
2024-01-21,Mahadevapura,46,28.0
2024-01-21,Malleshwaram,149,118.3
2024-01-21,Mico Layout,3,15.0
2024-01-21,Pulikeshinagar(F.Town),22,49.7
2024-01-21,Rajajinagar,110,69.9
2024-01-21,Sadashivanagar,2,11.7
2024-01-21,Sheshadripuram,3,19.4
2024-01-21,Shivajinagar,556,255.3
2024-01-21,Thalagattapura,4,5.7
2024-01-21,Upparpet,274,268.6
2024-01-21,V.V.Puram (C.Pet),11,5.1
2024-01-21,Vijayanagara,104,102.9
2024-01-21,Whitefield,7,21.9
2024-01-21,Wilson Garden,7,8.3
2024-01-21,Yelahanka,1,10.9
2024-01-21,Yeshwanthpura,33,16.1
2024-01-22,Adugodi,2,14.6
2024-01-22,Ashok Nagar,12,24.9
2024-01-22,Banashankari,8,3.6
2024-01-22,Banaswadi,9,15.9
2024-01-22,Basavanagudi,20,33.0
2024-01-22,Bellandur,50,59.3
2024-01-22,Byatarayanapura,91,52.3
2024-01-22,Chamarajpet,69,36.0
2024-01-22,Chikkabanavara,2,6.3
2024-01-22,Chikkajala,68,63.4
2024-01-22,City Market,115,183.0
2024-01-22,Cubbon Park,7,12.4
2024-01-22,Devanahalli Airport,37,11.3
2024-01-22,Electronic City,4,24.9
2024-01-22,HAL Old Airport,294,257.7
2024-01-22,HSR Layout,29,30.7
2024-01-22,Halasur,6,25.4
2024-01-22,Halasuru Gate,3,39.4
2024-01-22,Hebbala,16,33.0
2024-01-22,Hennuru,6,5.7
2024-01-22,High ground,7,38.4
2024-01-22,Hulimavu,31,20.7
2024-01-22,J.P. Nagar,18,12.7
2024-01-22,Jalahalli,1,10.9
2024-01-22,Jayanagara,5,32.9
2024-01-22,Jeevanbheemanagar,15,63.0
2024-01-22,Jnanabharathi,3,9.3
2024-01-22,K.G. Halli,15,13.0
2024-01-22,K.R. Pura,36,33.3
2024-01-22,Kamakshipalya,16,14.0
2024-01-22,Kengeri,3,7.6
2024-01-22,Kodigehalli,172,94.7
2024-01-22,Madiwala,46,26.1
2024-01-22,Magadi Road,148,63.1
2024-01-22,Mahadevapura,37,31.1
2024-01-22,Malleshwaram,158,133.3
2024-01-22,Mico Layout,11,14.3
2024-01-22,No Police Station,1,1.9
2024-01-22,Pulikeshinagar(F.Town),5,40.6
2024-01-22,R.T. Nagar,5,7.0
2024-01-22,Rajajinagar,58,67.9
2024-01-22,Sheshadripuram,16,21.1
2024-01-22,Shivajinagar,519,292.7
2024-01-22,Thalagattapura,4,5.7
2024-01-22,Upparpet,250,283.3
2024-01-22,V.V.Puram (C.Pet),13,5.7
2024-01-22,Vijayanagara,38,89.7
2024-01-22,Whitefield,33,24.4
2024-01-22,Wilson Garden,22,10.3
2024-01-22,Yelahanka,4,10.7
2024-01-22,Yeshwanthpura,18,17.9
2024-01-23,Adugodi,13,13.7
2024-01-23,Ashok Nagar,65,26.4
2024-01-23,Banashankari,12,5.0
2024-01-23,Banaswadi,11,16.1
2024-01-23,Basavanagudi,22,35.3
2024-01-23,Bellandur,35,55.4
2024-01-23,Byatarayanapura,9,50.6
2024-01-23,Chamarajpet,11,32.0
2024-01-23,Chikkabanavara,7,7.0
2024-01-23,Chikkajala,50,61.6
2024-01-23,City Market,171,189.9
2024-01-23,Cubbon Park,15,13.7
2024-01-23,Devanahalli Airport,10,10.4
2024-01-23,Electronic City,15,15.7
2024-01-23,HAL Old Airport,153,221.0
2024-01-23,HSR Layout,91,40.1
2024-01-23,Halasur,37,25.3
2024-01-23,Halasuru Gate,33,38.4
2024-01-23,Hebbala,64,35.9
2024-01-23,High ground,49,42.4
2024-01-23,Hulimavu,7,20.6
2024-01-23,J.P. Nagar,13,13.6
2024-01-23,Jalahalli,33,13.6
2024-01-23,Jayanagara,6,32.0
2024-01-23,Jeevanbheemanagar,23,53.1
2024-01-23,Jnanabharathi,14,10.1
2024-01-23,K.G. Halli,3,12.9
2024-01-23,K.R. Pura,30,33.6
2024-01-23,K.S. Layout,3,5.7
2024-01-23,Kamakshipalya,6,12.0
2024-01-23,Kengeri,6,7.4
2024-01-23,Kodigehalli,37,85.6
2024-01-23,Madiwala,32,28.6
2024-01-23,Magadi Road,40,59.1
2024-01-23,Mahadevapura,25,29.0
2024-01-23,Malleshwaram,92,134.3
2024-01-23,Mico Layout,12,11.9
2024-01-23,Pulikeshinagar(F.Town),27,37.3
2024-01-23,R.T. Nagar,8,5.6
2024-01-23,Rajajinagar,117,73.1
2024-01-23,Sadashivanagar,1,9.4
2024-01-23,Sheshadripuram,21,21.6
2024-01-23,Shivajinagar,183,281.1
2024-01-23,Thalagattapura,2,5.0
2024-01-23,Upparpet,209,261.7
2024-01-23,V.V.Puram (C.Pet),9,6.7
2024-01-23,Vijayanagara,89,84.6
2024-01-23,Whitefield,6,23.4
2024-01-23,Wilson Garden,11,10.9
2024-01-23,Yelahanka,13,12.3
2024-01-23,Yeshwanthpura,28,20.3
2024-01-24,Adugodi,15,15.3
2024-01-24,Ashok Nagar,66,30.9
2024-01-24,Banashankari,10,5.1
2024-01-24,Banaswadi,57,21.7
2024-01-24,Basavanagudi,37,34.3
2024-01-24,Bellandur,41,45.9
2024-01-24,Byatarayanapura,39,45.4
2024-01-24,Chamarajpet,4,27.1
2024-01-24,Chikkabanavara,10,7.6
2024-01-24,Chikkajala,58,63.0
2024-01-24,City Market,172,191.6
2024-01-24,Cubbon Park,15,10.4
2024-01-24,Devanahalli Airport,15,11.9
2024-01-24,Electronic City,22,17.0
2024-01-24,HAL Old Airport,267,195.9
2024-01-24,HSR Layout,27,42.3
2024-01-24,Halasur,40,26.3
2024-01-24,Halasuru Gate,29,33.4
2024-01-24,Hebbala,18,33.4
2024-01-24,Hennuru,1,4.9
2024-01-24,High ground,88,44.9
2024-01-24,Hulimavu,2,19.7
2024-01-24,J.P. Nagar,2,13.4
2024-01-24,Jalahalli,13,11.9
2024-01-24,Jayanagara,12,22.3
2024-01-24,Jeevanbheemanagar,37,48.7
2024-01-24,Jnanabharathi,13,11.3
2024-01-24,K.R. Pura,105,45.7
2024-01-24,K.S. Layout,3,5.1
2024-01-24,Kamakshipalya,11,8.6
2024-01-24,Kodigehalli,67,78.3
2024-01-24,Madiwala,31,26.6
2024-01-24,Magadi Road,87,62.6
2024-01-24,Mahadevapura,94,40.1
2024-01-24,Malleshwaram,166,147.3
2024-01-24,Mico Layout,4,11.3
2024-01-24,No Police Station,5,2.1
2024-01-24,Peenya,13,6.3
2024-01-24,Pulikeshinagar(F.Town),34,38.3
2024-01-24,R.T. Nagar,13,6.6
2024-01-24,Rajajinagar,141,83.3
2024-01-24,Sadashivanagar,13,11.1
2024-01-24,Sheshadripuram,18,19.4
2024-01-24,Shivajinagar,336,308.6
2024-01-24,Thalagattapura,1,4.7
2024-01-24,Upparpet,241,262.7
2024-01-24,V.V.Puram (C.Pet),21,9.4
2024-01-24,Vijayanagara,50,86.7
2024-01-24,Whitefield,7,16.4
2024-01-24,Wilson Garden,6,10.1
2024-01-24,Yelahanka,3,11.1
2024-01-24,Yeshwanthpura,8,18.6
2024-01-25,Adugodi,9,14.0
2024-01-25,Ashok Nagar,7,29.9
2024-01-25,Banashankari,9,6.3
2024-01-25,Banaswadi,10,17.9
2024-01-25,Basavanagudi,47,29.4
2024-01-25,Bellandur,36,44.4
2024-01-25,Byatarayanapura,41,47.9
2024-01-25,Chamarajpet,6,27.4
2024-01-25,Chikkabanavara,6,8.1
2024-01-25,Chikkajala,40,63.0
2024-01-25,City Market,348,222.4
2024-01-25,Cubbon Park,2,7.9
2024-01-25,Devanahalli Airport,3,11.9
2024-01-25,Electronic City,11,12.4
2024-01-25,HAL Old Airport,74,158.0
2024-01-25,HSR Layout,17,41.4
2024-01-25,Halasur,9,23.7
2024-01-25,Halasuru Gate,106,47.0
2024-01-25,Hebbala,1,31.9
2024-01-25,Hennuru,3,4.7
2024-01-25,High ground,7,43.6
2024-01-25,Hulimavu,4,15.4
2024-01-25,J.P. Nagar,4,9.9
2024-01-25,Jalahalli,13,13.6
2024-01-25,Jayanagara,6,20.4
2024-01-25,Jeevanbheemanagar,36,46.0
2024-01-25,Jnanabharathi,5,10.3
2024-01-25,K.G. Halli,12,13.3
2024-01-25,K.R. Pura,153,60.1
2024-01-25,K.S. Layout,1,4.3
2024-01-25,Kamakshipalya,27,11.7
2024-01-25,Kengeri,5,7.9
2024-01-25,Kodigehalli,139,89.1
2024-01-25,Madiwala,16,25.4
2024-01-25,Magadi Road,39,63.3
2024-01-25,Mahadevapura,6,37.9
2024-01-25,Malleshwaram,106,147.0
2024-01-25,Mico Layout,7,9.7
2024-01-25,No Police Station,1,2.1
2024-01-25,Peenya,6,5.6
2024-01-25,Pulikeshinagar(F.Town),2,37.3
2024-01-25,R.T. Nagar,7,7.0
2024-01-25,Rajajinagar,10,77.6
2024-01-25,Sadashivanagar,33,13.4
2024-01-25,Sheshadripuram,13,13.6
2024-01-25,Shivajinagar,117,296.4
2024-01-25,Thalagattapura,4,3.9
2024-01-25,Upparpet,195,239.0
2024-01-25,V.V.Puram (C.Pet),4,9.6
2024-01-25,Vijayanagara,122,92.7
2024-01-25,Wilson Garden,11,11.0
2024-01-25,Yelahanka,11,11.9
2024-01-25,Yeshwanthpura,6,15.9
2024-01-26,Adugodi,5,11.0
2024-01-26,Ashok Nagar,15,27.1
2024-01-26,Banashankari,1,6.3
2024-01-26,Banaswadi,1,15.0
2024-01-26,Basavanagudi,23,29.6
2024-01-26,Bellandur,13,32.9
2024-01-26,Byatarayanapura,55,49.9
2024-01-26,Chamarajpet,9,26.7
2024-01-26,Chikkabanavara,1,4.1
2024-01-26,Chikkajala,33,48.6
2024-01-26,City Market,95,212.0
2024-01-26,Cubbon Park,2,7.1
2024-01-26,Devanahalli Airport,8,11.9
2024-01-26,Electronic City,91,23.7
2024-01-26,HAL Old Airport,9,148.3
2024-01-26,HSR Layout,36,40.1
2024-01-26,Halasur,17,23.6
2024-01-26,Halasuru Gate,4,40.6
2024-01-26,Hebbala,10,26.1
2024-01-26,Hennuru,1,3.9
2024-01-26,High ground,13,34.0
2024-01-26,Hulimavu,13,13.9
2024-01-26,J.P. Nagar,1,8.0
2024-01-26,Jayanagara,3,12.6
2024-01-26,Jeevanbheemanagar,3,39.9
2024-01-26,Jnanabharathi,5,9.9
2024-01-26,K.R. Pura,24,58.3
2024-01-26,K.S. Layout,5,4.6
2024-01-26,Kamakshipalya,3,11.3
2024-01-26,Kodigehalli,104,93.1
2024-01-26,Madiwala,7,22.6
2024-01-26,Magadi Road,108,72.4
2024-01-26,Mahadevapura,11,35.9
2024-01-26,Malleshwaram,80,131.6
2024-01-26,Mico Layout,3,7.6
2024-01-26,No Police Station,3,2.1
2024-01-26,Pulikeshinagar(F.Town),1,34.9
2024-01-26,R.T. Nagar,3,6.7
2024-01-26,Rajajinagar,23,72.4
2024-01-26,Sheshadripuram,5,13.9
2024-01-26,Shivajinagar,238,305.0
2024-01-26,Upparpet,159,222.4
2024-01-26,Vijayanagara,58,81.3
2024-01-26,Wilson Garden,10,10.0
2024-01-26,Yelahanka,7,11.0
2024-01-26,Yeshwanthpura,5,15.4
2024-01-27,Adugodi,51,15.1
2024-01-27,Ashok Nagar,13,27.1
2024-01-27,Banaswadi,4,13.4
2024-01-27,Basavanagudi,11,25.6
2024-01-27,Bellandur,10,32.3
2024-01-27,Byatarayanapura,12,42.6
2024-01-27,Chamarajpet,3,18.4
2024-01-27,Chikkajala,35,48.4
2024-01-27,City Market,48,185.9
2024-01-27,Cubbon Park,1,6.1
2024-01-27,Devanahalli Airport,3,11.4
2024-01-27,Electronic City,3,22.6
2024-01-27,HAL Old Airport,27,134.3
2024-01-27,HSR Layout,47,44.4
2024-01-27,Halasur,5,20.7
2024-01-27,Halasuru Gate,1,38.6
2024-01-27,Hebbala,9,21.4
2024-01-27,High ground,12,27.6
2024-01-27,Hulimavu,4,11.6
2024-01-27,Jayanagara,19,14.1
2024-01-27,Jeevanbheemanagar,12,37.4
2024-01-27,Jnanabharathi,2,7.9
2024-01-27,K.R. Pura,23,56.9
2024-01-27,K.S. Layout,1,3.1
2024-01-27,Kamakshipalya,1,10.3
2024-01-27,Kodigehalli,37,85.3
2024-01-27,Madiwala,2,22.1
2024-01-27,Magadi Road,59,75.4
2024-01-27,Mahadevapura,3,31.7
2024-01-27,Malleshwaram,97,121.1
2024-01-27,Mico Layout,1,5.9
2024-01-27,Peenya,1,5.6
2024-01-27,Pulikeshinagar(F.Town),12,14.7
2024-01-27,R.T. Nagar,6,6.1
2024-01-27,Rajajinagar,32,70.1
2024-01-27,Sadashivanagar,6,12.6
2024-01-27,Sheshadripuram,1,11.0
2024-01-27,Shivajinagar,204,307.6
2024-01-27,Thalagattapura,1,2.6
2024-01-27,Upparpet,131,208.4
2024-01-27,V.V.Puram (C.Pet),1,8.7
2024-01-27,Vijayanagara,13,67.7
2024-01-27,Wilson Garden,3,10.0
2024-01-27,Yelahanka,13,7.4
2024-01-27,Yeshwanthpura,1,14.1
2024-01-28,Adugodi,6,14.4
2024-01-28,Ashok Nagar,13,27.3
2024-01-28,Banashankari,1,6.1
2024-01-28,Banaswadi,1,13.3
2024-01-28,Basavanagudi,4,23.4
2024-01-28,Bellandur,11,28.0
2024-01-28,Byatarayanapura,23,38.6
2024-01-28,Chamarajpet,7,15.6
2024-01-28,Chikkabanavara,7,4.9
2024-01-28,Chikkajala,3,41.0
2024-01-28,City Market,61,144.3
2024-01-28,Cubbon Park,10,7.4
2024-01-28,Electronic City,27,24.7
2024-01-28,HSR Layout,56,43.3
2024-01-28,Halasur,14,18.3
2024-01-28,Halasuru Gate,5,25.9
2024-01-28,Hebbala,2,17.1
2024-01-28,Hennuru,2,3.7
2024-01-28,High ground,8,26.3
2024-01-28,Hulimavu,22,11.9
2024-01-28,Jalahalli,1,11.7
2024-01-28,Jayanagara,6,8.1
2024-01-28,Jeevanbheemanagar,24,21.4
2024-01-28,Jnanabharathi,3,6.4
2024-01-28,K.R. Pura,2,53.3
2024-01-28,Kamakshipalya,15,11.3
2024-01-28,Kodigehalli,175,104.4
2024-01-28,Madiwala,8,20.3
2024-01-28,Magadi Road,48,75.6
2024-01-28,Mahadevapura,15,27.3
2024-01-28,Malleshwaram,159,122.6
2024-01-28,Pulikeshinagar(F.Town),36,16.7
2024-01-28,Rajajinagar,7,55.4
2024-01-28,Sadashivanagar,3,10.3
2024-01-28,Sheshadripuram,26,14.3
2024-01-28,Shivajinagar,65,237.4
2024-01-28,Thalagattapura,6,3.1
2024-01-28,Upparpet,159,192.0
2024-01-28,Vijayanagara,41,58.7
2024-01-28,Whitefield,1,11.6
2024-01-28,Wilson Garden,33,13.7
2024-01-28,Yelahanka,9,8.6
2024-01-28,Yeshwanthpura,4,10.0
2024-01-29,Adugodi,3,14.6
2024-01-29,Ashok Nagar,21,28.6
2024-01-29,Banashankari,1,6.0
2024-01-29,Banaswadi,64,21.1
2024-01-29,Basavanagudi,48,27.4
2024-01-29,Bellandur,24,24.3
2024-01-29,Byatarayanapura,1,25.7
2024-01-29,Chamarajpet,2,6.0
2024-01-29,Chikkajala,51,38.6
2024-01-29,City Market,40,133.6
2024-01-29,Cubbon Park,44,12.7
2024-01-29,Devanahalli Airport,6,11.7
2024-01-29,Electronic City,30,28.4
2024-01-29,HAL Old Airport,263,155.3
2024-01-29,HSR Layout,42,45.1
2024-01-29,Halasur,9,18.7
2024-01-29,Halasuru Gate,12,27.1
2024-01-29,Hebbala,13,16.7
2024-01-29,Hennuru,4,3.4
2024-01-29,High ground,75,36.0
2024-01-29,J.P. Nagar,4,7.6
2024-01-29,Jalahalli,7,12.0
2024-01-29,Jayanagara,24,10.9
2024-01-29,Jeevanbheemanagar,17,21.7
2024-01-29,Jnanabharathi,9,7.3
2024-01-29,K.G. Halli,3,12.6
2024-01-29,K.R. Pura,18,50.7
2024-01-29,K.S. Layout,1,2.9
2024-01-29,Kamakshipalya,23,12.3
2024-01-29,Kengeri,2,6.3
2024-01-29,Kodigehalli,98,93.9
2024-01-29,Madiwala,9,15.0
2024-01-29,Magadi Road,93,67.7
2024-01-29,Mahadevapura,33,26.7
2024-01-29,Malleshwaram,155,122.1
2024-01-29,Mico Layout,5,6.1
2024-01-29,No Police Station,3,2.4
2024-01-29,Peenya,19,7.6
2024-01-29,Pulikeshinagar(F.Town),26,19.7
2024-01-29,R.T. Nagar,8,7.1
2024-01-29,Rajajinagar,49,54.1
2024-01-29,Sadashivanagar,19,11.0
2024-01-29,Sheshadripuram,22,15.1
2024-01-29,Shivajinagar,111,179.1
2024-01-29,Thalagattapura,5,3.3
2024-01-29,Upparpet,127,174.4
2024-01-29,Vijayanagara,254,89.6
2024-01-29,Whitefield,9,11.4
2024-01-29,Wilson Garden,5,11.3
2024-01-29,Yelahanka,8,9.1
2024-01-29,Yeshwanthpura,13,9.3
2024-01-30,Adugodi,2,13.0
2024-01-30,Ashok Nagar,41,25.1
2024-01-30,Banashankari,4,5.4
2024-01-30,Banaswadi,7,20.6
2024-01-30,Basavanagudi,27,28.1
2024-01-30,Bellandur,31,23.7
2024-01-30,Byatarayanapura,6,25.3
2024-01-30,Chamarajpet,30,8.7
2024-01-30,Chikkabanavara,1,4.9
2024-01-30,Chikkajala,16,33.7
2024-01-30,City Market,117,125.9
2024-01-30,Cubbon Park,22,13.7
2024-01-30,Devanahalli Airport,11,8.0
2024-01-30,Electronic City,10,27.7
2024-01-30,HAL Old Airport,232,146.4
2024-01-30,HSR Layout,27,36.0
2024-01-30,Halasur,11,15.0
2024-01-30,Halasuru Gate,33,27.1
2024-01-30,Hebbala,29,11.7
2024-01-30,High ground,8,30.1
2024-01-30,Hulimavu,6,8.3
2024-01-30,J.P. Nagar,22,9.1
2024-01-30,Jalahalli,36,14.9
2024-01-30,Jayanagara,19,12.7
2024-01-30,Jeevanbheemanagar,24,21.9
2024-01-30,Jnanabharathi,10,6.7
2024-01-30,K.G. Halli,3,12.9
2024-01-30,K.R. Pura,31,50.9
2024-01-30,Kamakshipalya,6,12.3
2024-01-30,Kengeri,4,6.7
2024-01-30,Kodigehalli,110,104.3
2024-01-30,Madiwala,1,10.6
2024-01-30,Magadi Road,83,73.9
2024-01-30,Mahadevapura,28,27.1
2024-01-30,Malleshwaram,146,129.9
2024-01-30,Mico Layout,13,6.4
2024-01-30,Peenya,10,8.9
2024-01-30,Pulikeshinagar(F.Town),47,22.6
2024-01-30,R.T. Nagar,28,10.4
2024-01-30,Rajajinagar,79,48.7
2024-01-30,Sadashivanagar,14,12.7
2024-01-30,Sheshadripuram,45,18.6
2024-01-30,Shivajinagar,54,160.7
2024-01-30,Thalagattapura,6,3.6
2024-01-30,Upparpet,141,164.7
2024-01-30,V.V.Puram (C.Pet),2,8.7
2024-01-30,Vijayanagara,294,118.9
2024-01-30,Whitefield,20,11.9
2024-01-30,Wilson Garden,12,11.4
2024-01-30,Yelahanka,26,11.0
2024-01-30,Yeshwanthpura,23,8.6
2024-01-31,Adugodi,16,13.1
2024-01-31,Ashok Nagar,42,21.7
2024-01-31,Banashankari,3,4.1
2024-01-31,Banaswadi,29,16.6
2024-01-31,Basavanagudi,13,24.7
2024-01-31,Bellandur,19,20.6
2024-01-31,Byatarayanapura,38,25.1
2024-01-31,Chamarajpet,11,9.7
2024-01-31,Chikkabanavara,6,5.4
2024-01-31,Chikkajala,38,30.9
2024-01-31,City Market,66,110.7
2024-01-31,Cubbon Park,17,14.0
2024-01-31,Devanahalli Airport,35,11.6
2024-01-31,Electronic City,9,25.9
2024-01-31,HAL Old Airport,137,144.1
2024-01-31,HSR Layout,43,38.3
2024-01-31,Halasur,9,10.6
2024-01-31,Halasuru Gate,50,30.1
2024-01-31,Hebbala,22,12.3
2024-01-31,High ground,4,18.1
2024-01-31,Hulimavu,14,9.3
2024-01-31,J.P. Nagar,8,7.7
2024-01-31,Jalahalli,10,16.1
2024-01-31,Jayanagara,12,12.7
2024-01-31,Jeevanbheemanagar,34,21.4
2024-01-31,Jnanabharathi,4,5.4
2024-01-31,K.G. Halli,19,11.4
2024-01-31,K.R. Pura,19,38.6
2024-01-31,K.S. Layout,5,2.7
2024-01-31,Kamakshipalya,18,13.3
2024-01-31,Kengeri,1,6.3
2024-01-31,Kodigehalli,133,113.7
2024-01-31,Madiwala,23,9.4
2024-01-31,Magadi Road,32,66.0
2024-01-31,Mahadevapura,34,18.6
2024-01-31,Malleshwaram,96,119.9
2024-01-31,Mico Layout,19,7.4
2024-01-31,Peenya,16,9.9
2024-01-31,Pulikeshinagar(F.Town),4,18.3
2024-01-31,Rajajinagar,182,54.6
2024-01-31,Sadashivanagar,23,15.9
2024-01-31,Sheshadripuram,22,19.1
2024-01-31,Shivajinagar,104,127.6
2024-01-31,Thalagattapura,1,3.4
2024-01-31,Upparpet,122,147.7
2024-01-31,V.V.Puram (C.Pet),1,7.3
2024-01-31,Vijayanagara,107,127.0
2024-01-31,Whitefield,24,14.3
2024-01-31,Wilson Garden,19,13.3
2024-01-31,Yelahanka,6,11.4
2024-01-31,Yeshwanthpura,8,8.6
2024-02-01,Adugodi,5,12.6
2024-02-01,Ashok Nagar,25,24.3
2024-02-01,Banashankari,5,3.4
2024-02-01,Banaswadi,16,17.4
2024-02-01,Basavanagudi,44,24.3
2024-02-01,Bellandur,41,21.3
2024-02-01,Byatarayanapura,42,25.3
2024-02-01,Chamarajpet,23,12.1
2024-02-01,Chikkabanavara,3,4.9
2024-02-01,Chikkajala,25,28.7
2024-02-01,City Market,148,82.1
2024-02-01,Cubbon Park,10,15.1
2024-02-01,Devanahalli Airport,1,9.6
2024-02-01,Electronic City,27,28.1
2024-02-01,HAL Old Airport,144,126.6
2024-02-01,HSR Layout,14,37.9
2024-02-01,Halasur,8,10.4
2024-02-01,Halasuru Gate,15,17.1
2024-02-01,Hebbala,5,12.9
2024-02-01,Hennuru,14,4.4
2024-02-01,High ground,38,22.6
2024-02-01,Hulimavu,21,12.0
2024-02-01,J.P. Nagar,31,10.3
2024-02-01,Jalahalli,10,12.9
2024-02-01,Jayanagara,7,12.9
2024-02-01,Jeevanbheemanagar,29,20.4
2024-02-01,Jnanabharathi,15,6.9
